sample,rep,base name,spectrum #,spectrum_id,treatment,cover type,species,site,notes
731,1,OK_SPEC,1,OK_SPEC00001,dry,lichen,Collema cocco,SF,Used in preliminary data as well
731,2,OK_SPEC,2,OK_SPEC00002,dry,lichen,Collema cocco,SF,Used in preliminary data as well
731,3,OK_SPEC,3,OK_SPEC00003,dry,lichen,Collema cocco,SF,Used in preliminary data as well
731,4,OK_SPEC,4,OK_SPEC00004,dry,lichen,Collema cocco,SF,Used in preliminary data as well
731,5,OK_SPEC,5,OK_SPEC00005,dry,lichen,Collema cocco,SF,Used in preliminary data as well
731,1,OK_SPEC,6,OK_SPEC00006,wet,lichen,Collema cocco,SF,Used in preliminary data as well
731,2,OK_SPEC,7,OK_SPEC00007,wet,lichen,Collema cocco,SF,Used in preliminary data as well
731,3,OK_SPEC,8,OK_SPEC00008,wet,lichen,Collema cocco,SF,Used in preliminary data as well
731,4,OK_SPEC,9,OK_SPEC00009,wet,lichen,Collema cocco,SF,Used in preliminary data as well
731,5,OK_SPEC,10,OK_SPEC00010,wet,lichen,Collema cocco,SF,Used in preliminary data as well
728,1,OK_SPEC,11,OK_SPEC00011,dry,bare,bare,SF,Used in preliminary data as well
728,2,OK_SPEC,12,OK_SPEC00012,dry,bare,bare,SF,Used in preliminary data as well
728,3,OK_SPEC,13,OK_SPEC00013,dry,bare,bare,SF,Used in preliminary data as well
728,4,OK_SPEC,14,OK_SPEC00014,dry,bare,bare,SF,Used in preliminary data as well
728,5,OK_SPEC,15,OK_SPEC00015,dry,bare,bare,SF,Used in preliminary data as well
728,1,OK_SPEC,16,OK_SPEC00016,wet,bare,bare,SF,Used in preliminary data as well
728,2,OK_SPEC,17,OK_SPEC00017,wet,bare,bare,SF,Used in preliminary data as well
728,3,OK_SPEC,18,OK_SPEC00018,wet,bare,bare,SF,Used in preliminary data as well
728,4,OK_SPEC,19,OK_SPEC00019,wet,bare,bare,SF,Used in preliminary data as well
728,5,OK_SPEC,20,OK_SPEC00020,wet,bare,bare,SF,Used in preliminary data as well
732,1,OK_SPEC,21,OK_SPEC00021,dry,lichen,Squamarina,SF,Used in preliminary data as well
732,2,OK_SPEC,22,OK_SPEC00022,dry,lichen,Squamarina,SF,Used in preliminary data as well
732,3,OK_SPEC,23,OK_SPEC00023,dry,lichen,Squamarina,SF,Used in preliminary data as well
732,4,OK_SPEC,24,OK_SPEC00024,dry,lichen,Squamarina,SF,Used in preliminary data as well
732,5,OK_SPEC,25,OK_SPEC00025,dry,lichen,Squamarina,SF,Used in preliminary data as well
732,1,OK_SPEC,26,OK_SPEC00026,wet,lichen,Squamarina,SF,Used in preliminary data as well
732,2,OK_SPEC,27,OK_SPEC00027,wet,lichen,Squamarina,SF,Used in preliminary data as well
732,3,OK_SPEC,28,OK_SPEC00028,wet,lichen,Squamarina,SF,Used in preliminary data as well
732,4,OK_SPEC,29,OK_SPEC00029,wet,lichen,Squamarina,SF,Used in preliminary data as well
732,5,OK_SPEC,30,OK_SPEC00030,wet,lichen,Squamarina,SF,Used in preliminary data as well
717,1,OK_SPEC,31,OK_SPEC00031,dry,lichen,Collema cocco,SF,
717,2,OK_SPEC,32,OK_SPEC00032,dry,lichen,Collema cocco,SF,
717,3,OK_SPEC,33,OK_SPEC00033,dry,lichen,Collema cocco,SF,
717,4,OK_SPEC,34,OK_SPEC00034,dry,lichen,Collema cocco,SF,
717,5,OK_SPEC,35,OK_SPEC00035,dry,lichen,Collema cocco,SF,
717,1,OK_SPEC,36,OK_SPEC00036,wet,lichen,Collema cocco,SF,
717,2,OK_SPEC,37,OK_SPEC00037,wet,lichen,Collema cocco,SF,
717,3,OK_SPEC,38,OK_SPEC00038,wet,lichen,Collema cocco,SF,
717,4,OK_SPEC,39,OK_SPEC00039,wet,lichen,Collema cocco,SF,
717,5,OK_SPEC,40,OK_SPEC00040,wet,lichen,Collema cocco,SF,
718,1,OK_SPEC,41,OK_SPEC00041,dry,lichen,Squamarina,SF,
718,2,OK_SPEC,42,OK_SPEC00042,dry,lichen,Squamarina,SF,
718,3,OK_SPEC,43,OK_SPEC00043,dry,lichen,Squamarina,SF,
718,4,OK_SPEC,44,OK_SPEC00044,dry,lichen,Squamarina,SF,
718,5,OK_SPEC,45,OK_SPEC00045,dry,lichen,Squamarina,SF,
718,1,OK_SPEC,46,OK_SPEC00046,wet,lichen,Squamarina,SF,
718,2,OK_SPEC,47,OK_SPEC00047,wet,lichen,Squamarina,SF,
718,3,OK_SPEC,48,OK_SPEC00048,wet,lichen,Squamarina,SF,
718,4,OK_SPEC,49,OK_SPEC00049,wet,lichen,Squamarina,SF,
718,5,OK_SPEC,50,OK_SPEC00050,wet,lichen,Squamarina,SF,
704,1,OK_SPEC,51,OK_SPEC00051,dry,lichen,Collema cocco,SF,
704,2,OK_SPEC,52,OK_SPEC00052,dry,lichen,Collema cocco,SF,
704,3,OK_SPEC,53,OK_SPEC00053,dry,lichen,Collema cocco,SF,
704,4,OK_SPEC,54,OK_SPEC00054,dry,lichen,Collema cocco,SF,
704,5,OK_SPEC,55,OK_SPEC00055,dry,lichen,Collema cocco,SF,
704,1,OK_SPEC,56,OK_SPEC00056,wet,lichen,Collema cocco,SF,
704,2,OK_SPEC,57,OK_SPEC00057,wet,lichen,Collema cocco,SF,
704,3,OK_SPEC,58,OK_SPEC00058,wet,lichen,Collema cocco,SF,
704,4,OK_SPEC,59,OK_SPEC00059,wet,lichen,Collema cocco,SF,
704,5,OK_SPEC,60,OK_SPEC00060,wet,lichen,Collema cocco,SF,
721,1,OK_SPEC,61,OK_SPEC00061,dry,dcy,dcy,SF,
721,2,OK_SPEC,62,OK_SPEC00062,dry,dcy,dcy,SF,
721,3,OK_SPEC,63,OK_SPEC00063,dry,dcy,dcy,SF,
721,4,OK_SPEC,64,OK_SPEC00064,dry,dcy,dcy,SF,
721,5,OK_SPEC,65,OK_SPEC00065,dry,dcy,dcy,SF,
721,1,OK_SPEC,66,OK_SPEC00066,wet,dcy,dcy,SF,
721,2,OK_SPEC,67,OK_SPEC00067,wet,dcy,dcy,SF,
721,3,OK_SPEC,68,OK_SPEC00068,wet,dcy,dcy,SF,
721,4,OK_SPEC,69,OK_SPEC00069,wet,dcy,dcy,SF,
721,5,OK_SPEC,70,OK_SPEC00070,wet,dcy,dcy,SF,
730,1,OK_SPEC,81,OK_SPEC00081,dry,dcy,dcy,SF,
730,2,OK_SPEC,82,OK_SPEC00082,dry,dcy,dcy,SF,
730,3,OK_SPEC,83,OK_SPEC00083,dry,dcy,dcy,SF,
730,4,OK_SPEC,84,OK_SPEC00084,dry,dcy,dcy,SF,
730,5,OK_SPEC,85,OK_SPEC00085,dry,dcy,dcy,SF,
730,1,OK_SPEC,86,OK_SPEC00086,wet,dcy,dcy,SF,
730,2,OK_SPEC,87,OK_SPEC00087,wet,dcy,dcy,SF,
730,3,OK_SPEC,88,OK_SPEC00088,wet,dcy,dcy,SF,
730,4,OK_SPEC,89,OK_SPEC00089,wet,dcy,dcy,SF,
730,5,OK_SPEC,90,OK_SPEC00090,wet,dcy,dcy,SF,
712,1,OK_SPEC,91,OK_SPEC00091,dry,lichen,Collema tenax,SF,
712,2,OK_SPEC,92,OK_SPEC00092,dry,lichen,Collema tenax,SF,
712,3,OK_SPEC,93,OK_SPEC00093,dry,lichen,Collema tenax,SF,
712,4,OK_SPEC,94,OK_SPEC00094,dry,lichen,Collema tenax,SF,
712,5,OK_SPEC,95,OK_SPEC00095,dry,lichen,Collema tenax,SF,
712,1,OK_SPEC,96,OK_SPEC00096,wet,lichen,Collema tenax,SF,
712,2,OK_SPEC,97,OK_SPEC00097,wet,lichen,Collema tenax,SF,
712,3,OK_SPEC,98,OK_SPEC00098,wet,lichen,Collema tenax,SF,
712,4,OK_SPEC,99,OK_SPEC00099,wet,lichen,Collema tenax,SF,
712,5,OK_SPEC,100,OK_SPEC00100,wet,lichen,Collema tenax,SF,
729,1,OK_SPEC,101,OK_SPEC00101,dry,lcy,lcy,SF,
729,2,OK_SPEC,102,OK_SPEC00102,dry,lcy,lcy,SF,
729,3,OK_SPEC,103,OK_SPEC00103,dry,lcy,lcy,SF,
729,4,OK_SPEC,104,OK_SPEC00104,dry,lcy,lcy,SF,
729,5,OK_SPEC,105,OK_SPEC00105,dry,lcy,lcy,SF,
729,1,OK_SPEC,106,OK_SPEC00106,wet,lcy,lcy,SF,
729,2,OK_SPEC,107,OK_SPEC00107,wet,lcy,lcy,SF,
729,3,OK_SPEC,108,OK_SPEC00108,wet,lcy,lcy,SF,
729,4,OK_SPEC,109,OK_SPEC00109,wet,lcy,lcy,SF,
729,5,OK_SPEC,110,OK_SPEC00110,wet,lcy,lcy,SF,
727,1,OK_SPEC,111,OK_SPEC00111,dry,dcy,dcy,SF,
727,2,OK_SPEC,112,OK_SPEC00112,dry,dcy,dcy,SF,
727,3,OK_SPEC,113,OK_SPEC00113,dry,dcy,dcy,SF,
727,4,OK_SPEC,114,OK_SPEC00114,dry,dcy,dcy,SF,
727,5,OK_SPEC,115,OK_SPEC00115,dry,dcy,dcy,SF,
727,1,OK_SPEC,116,OK_SPEC00116,wet,dcy,dcy,SF,
727,2,OK_SPEC,117,OK_SPEC00117,wet,dcy,dcy,SF,
727,3,OK_SPEC,118,OK_SPEC00118,wet,dcy,dcy,SF,
727,4,OK_SPEC,119,OK_SPEC00119,wet,dcy,dcy,SF,
727,5,OK_SPEC,120,OK_SPEC00120,wet,dcy,dcy,SF,
726,1,OK_SPEC,121,OK_SPEC00121,dry,lcy,lcy,SF,
726,2,OK_SPEC,122,OK_SPEC00122,dry,lcy,lcy,SF,
726,3,OK_SPEC,123,OK_SPEC00123,dry,lcy,lcy,SF,
726,4,OK_SPEC,124,OK_SPEC00124,dry,lcy,lcy,SF,
726,5,OK_SPEC,125,OK_SPEC00125,dry,lcy,lcy,SF,
726,1,OK_SPEC,126,OK_SPEC00126,wet,lcy,lcy,SF,
726,2,OK_SPEC,127,OK_SPEC00127,wet,lcy,lcy,SF,
726,3,OK_SPEC,128,OK_SPEC00128,wet,lcy,lcy,SF,
726,4,OK_SPEC,129,OK_SPEC00129,wet,lcy,lcy,SF,
726,5,OK_SPEC,130,OK_SPEC00130,wet,lcy,lcy,SF,
716,1,OK_SPEC,131,OK_SPEC00131,dry,lichen,Squamarina,SF,
716,2,OK_SPEC,132,OK_SPEC00132,dry,lichen,Squamarina,SF,
716,3,OK_SPEC,133,OK_SPEC00133,dry,lichen,Squamarina,SF,
716,4,OK_SPEC,134,OK_SPEC00134,dry,lichen,Squamarina,SF,
716,5,OK_SPEC,135,OK_SPEC00135,dry,lichen,Squamarina,SF,
716,1,OK_SPEC,136,OK_SPEC00136,wet,lichen,Squamarina,SF,
716,2,OK_SPEC,137,OK_SPEC00137,wet,lichen,Squamarina,SF,
716,3,OK_SPEC,138,OK_SPEC00138,wet,lichen,Squamarina,SF,
716,4,OK_SPEC,139,OK_SPEC00139,wet,lichen,Squamarina,SF,
716,5,OK_SPEC,140,OK_SPEC00140,wet,lichen,Squamarina,SF,
706,1,OK_SPEC,141,OK_SPEC00141,dry,lcy,lcy,SF,
706,2,OK_SPEC,142,OK_SPEC00142,dry,lcy,lcy,SF,
706,3,OK_SPEC,143,OK_SPEC00143,dry,lcy,lcy,SF,
706,4,OK_SPEC,144,OK_SPEC00144,dry,lcy,lcy,SF,
706,5,OK_SPEC,145,OK_SPEC00145,dry,lcy,lcy,SF,
706,1,OK_SPEC,146,OK_SPEC00146,wet,lcy,lcy,SF,
706,2,OK_SPEC,147,OK_SPEC00147,wet,lcy,lcy,SF,
706,3,OK_SPEC,148,OK_SPEC00148,wet,lcy,lcy,SF,
706,4,OK_SPEC,149,OK_SPEC00149,wet,lcy,lcy,SF,
706,5,OK_SPEC,150,OK_SPEC00150,wet,lcy,lcy,SF,
708,1,OK_SPEC,151,OK_SPEC00151,dry,lichen,Squamarina,SF,
708,2,OK_SPEC,152,OK_SPEC00152,dry,lichen,Squamarina,SF,
708,3,OK_SPEC,153,OK_SPEC00153,dry,lichen,Squamarina,SF,
708,4,OK_SPEC,154,OK_SPEC00154,dry,lichen,Squamarina,SF,
708,5,OK_SPEC,155,OK_SPEC00155,dry,lichen,Squamarina,SF,
708,1,OK_SPEC,156,OK_SPEC00156,wet,lichen,Squamarina,SF,
708,2,OK_SPEC,157,OK_SPEC00157,wet,lichen,Squamarina,SF,
708,3,OK_SPEC,158,OK_SPEC00158,wet,lichen,Squamarina,SF,
708,4,OK_SPEC,159,OK_SPEC00159,wet,lichen,Squamarina,SF,
708,5,OK_SPEC,160,OK_SPEC00160,wet,lichen,Squamarina,SF,
709,1,OK_SPEC,161,OK_SPEC00161,dry,bare,bare,SF,
709,2,OK_SPEC,162,OK_SPEC00162,dry,bare,bare,SF,
709,3,OK_SPEC,163,OK_SPEC00163,dry,bare,bare,SF,
709,4,OK_SPEC,164,OK_SPEC00164,dry,bare,bare,SF,
709,5,OK_SPEC,165,OK_SPEC00165,dry,bare,bare,SF,
709,1,OK_SPEC,166,OK_SPEC00166,wet,bare,bare,SF,
709,2,OK_SPEC,167,OK_SPEC00167,wet,bare,bare,SF,
709,3,OK_SPEC,168,OK_SPEC00168,wet,bare,bare,SF,
709,4,OK_SPEC,169,OK_SPEC00169,wet,bare,bare,SF,
709,5,OK_SPEC,170,OK_SPEC00170,wet,bare,bare,SF,
705,1,OK_SPEC,171,OK_SPEC00171,wet,bare,bare,SF,sample wetted without taking dry readings first. Will take dry reading when sample fully air dries 
705,2,OK_SPEC,172,OK_SPEC00172,wet,bare,bare,SF,sample wetted without taking dry readings first. Will take dry reading when sample fully air dries 
705,3,OK_SPEC,173,OK_SPEC00173,wet,bare,bare,SF,sample wetted without taking dry readings first. Will take dry reading when sample fully air dries 
705,4,OK_SPEC,174,OK_SPEC00174,wet,bare,bare,SF,sample wetted without taking dry readings first. Will take dry reading when sample fully air dries 
705,5,OK_SPEC,175,OK_SPEC00175,wet,bare,bare,SF,sample wetted without taking dry readings first. Will take dry reading when sample fully air dries 
713,1,OK_SPEC,176,OK_SPEC00176,dry,bare,bare,SF,
713,2,OK_SPEC,177,OK_SPEC00177,dry,bare,bare,SF,
713,3,OK_SPEC,178,OK_SPEC00178,dry,bare,bare,SF,
713,4,OK_SPEC,179,OK_SPEC00179,dry,bare,bare,SF,
713,5,OK_SPEC,180,OK_SPEC00180,dry,bare,bare,SF,
713,1,OK_SPEC,181,OK_SPEC00181,wet,bare,bare,SF,
713,2,OK_SPEC,182,OK_SPEC00182,wet,bare,bare,SF,
713,3,OK_SPEC,183,OK_SPEC00183,wet,bare,bare,SF,
713,4,OK_SPEC,184,OK_SPEC00184,wet,bare,bare,SF,
713,5,OK_SPEC,185,OK_SPEC00185,wet,bare,bare,SF,
710,1,OK_SPEC,186,OK_SPEC00186,dry,lcy,lcy,SF,
710,2,OK_SPEC,187,OK_SPEC00187,dry,lcy,lcy,SF,
710,3,OK_SPEC,188,OK_SPEC00188,dry,lcy,lcy,SF,
710,4,OK_SPEC,189,OK_SPEC00189,dry,lcy,lcy,SF,
710,5,OK_SPEC,190,OK_SPEC00190,dry,lcy,lcy,SF,
710,1,OK_SPEC,191,OK_SPEC00191,wet,lcy,lcy,SF,
710,2,OK_SPEC,192,OK_SPEC00192,wet,lcy,lcy,SF,
710,3,OK_SPEC,193,OK_SPEC00193,wet,lcy,lcy,SF,
710,4,OK_SPEC,194,OK_SPEC00194,wet,lcy,lcy,SF,
710,5,OK_SPEC,195,OK_SPEC00195,wet,lcy,lcy,SF,
707,1,OK_SPEC,196,OK_SPEC00196,dry,dcy,dcy,SF,
707,2,OK_SPEC,197,OK_SPEC00197,dry,dcy,dcy,SF,
707,3,OK_SPEC,198,OK_SPEC00198,dry,dcy,dcy,SF,
707,4,OK_SPEC,199,OK_SPEC00199,dry,dcy,dcy,SF,
707,5,OK_SPEC,200,OK_SPEC00200,dry,dcy,dcy,SF,
707,1,OK_SPEC,201,OK_SPEC00201,wet,dcy,dcy,SF,
707,2,OK_SPEC,202,OK_SPEC00202,wet,dcy,dcy,SF,
707,3,OK_SPEC,203,OK_SPEC00203,wet,dcy,dcy,SF,
707,4,OK_SPEC,204,OK_SPEC00204,wet,dcy,dcy,SF,
707,5,OK_SPEC,205,OK_SPEC00205,wet,dcy,dcy,SF,
711,1,OK_SPEC,206,OK_SPEC00206,dry,dcy,dcy,SF,
711,2,OK_SPEC,207,OK_SPEC00207,dry,dcy,dcy,SF,
711,3,OK_SPEC,208,OK_SPEC00208,dry,dcy,dcy,SF,
711,4,OK_SPEC,209,OK_SPEC00209,dry,dcy,dcy,SF,
711,5,OK_SPEC,210,OK_SPEC00210,dry,dcy,dcy,SF,
711,1,OK_SPEC,211,OK_SPEC00211,wet,dcy,dcy,SF,
711,2,OK_SPEC,212,OK_SPEC00212,wet,dcy,dcy,SF,
711,3,OK_SPEC,213,OK_SPEC00213,wet,dcy,dcy,SF,
711,4,OK_SPEC,214,OK_SPEC00214,wet,dcy,dcy,SF,
711,5,OK_SPEC,215,OK_SPEC00215,wet,dcy,dcy,SF,
714,1,OK_SPEC,216,OK_SPEC00216,dry,lcy,lcy,SF,
714,2,OK_SPEC,217,OK_SPEC00217,dry,lcy,lcy,SF,
714,3,OK_SPEC,218,OK_SPEC00218,dry,lcy,lcy,SF,
714,4,OK_SPEC,219,OK_SPEC00219,dry,lcy,lcy,SF,
714,5,OK_SPEC,220,OK_SPEC00220,dry,lcy,lcy,SF,
714,1,OK_SPEC,221,OK_SPEC00221,wet,lcy,lcy,SF,
714,2,OK_SPEC,222,OK_SPEC00222,wet,lcy,lcy,SF,
714,3,OK_SPEC,223,OK_SPEC00223,wet,lcy,lcy,SF,
714,4,OK_SPEC,224,OK_SPEC00224,wet,lcy,lcy,SF,
714,5,OK_SPEC,225,OK_SPEC00225,wet,lcy,lcy,SF,
702,1,OK_SPEC,226,OK_SPEC00226,dry,lcy,lcy,SF,
702,2,OK_SPEC,227,OK_SPEC00227,dry,lcy,lcy,SF,
702,3,OK_SPEC,228,OK_SPEC00228,dry,lcy,lcy,SF,
702,4,OK_SPEC,229,OK_SPEC00229,dry,lcy,lcy,SF,
702,5,OK_SPEC,230,OK_SPEC00230,dry,lcy,lcy,SF,
702,1,OK_SPEC,231,OK_SPEC00231,wet,lcy,lcy,SF,
702,2,OK_SPEC,232,OK_SPEC00232,wet,lcy,lcy,SF,
702,3,OK_SPEC,233,OK_SPEC00233,wet,lcy,lcy,SF,
702,4,OK_SPEC,234,OK_SPEC00234,wet,lcy,lcy,SF,
702,5,OK_SPEC,235,OK_SPEC00235,wet,lcy,lcy,SF,
723,1,OK_SPEC,236,OK_SPEC00236,dry,lcy,lcy,SF,
723,2,OK_SPEC,237,OK_SPEC00237,dry,lcy,lcy,SF,
723,3,OK_SPEC,238,OK_SPEC00238,dry,lcy,lcy,SF,
723,4,OK_SPEC,239,OK_SPEC00239,dry,lcy,lcy,SF,
723,5,OK_SPEC,240,OK_SPEC00240,dry,lcy,lcy,SF,
723,1,OK_SPEC,241,OK_SPEC00241,wet,lcy,lcy,SF,
723,2,OK_SPEC,242,OK_SPEC00242,wet,lcy,lcy,SF,
723,3,OK_SPEC,243,OK_SPEC00243,wet,lcy,lcy,SF,
723,4,OK_SPEC,244,OK_SPEC00244,wet,lcy,lcy,SF,
723,5,OK_SPEC,245,OK_SPEC00245,wet,lcy,lcy,SF,
720,1,OK_SPEC,246,OK_SPEC00246,dry,lcy,lcy,SF,
720,2,OK_SPEC,247,OK_SPEC00247,dry,lcy,lcy,SF,
720,3,OK_SPEC,248,OK_SPEC00248,dry,lcy,lcy,SF,
720,4,OK_SPEC,249,OK_SPEC00249,dry,lcy,lcy,SF,
720,5,OK_SPEC,250,OK_SPEC00250,dry,lcy,lcy,SF,
720,1,OK_SPEC,251,OK_SPEC00251,wet,lcy,lcy,SF,
720,2,OK_SPEC,252,OK_SPEC00252,wet,lcy,lcy,SF,
720,3,OK_SPEC,253,OK_SPEC00253,wet,lcy,lcy,SF,
720,4,OK_SPEC,254,OK_SPEC00254,wet,lcy,lcy,SF,
720,5,OK_SPEC,255,OK_SPEC00255,wet,lcy,lcy,SF,
724,1,OK_SPEC,256,OK_SPEC00256,dry,dcy,dcy,SF,
724,2,OK_SPEC,257,OK_SPEC00257,dry,dcy,dcy,SF,
724,3,OK_SPEC,258,OK_SPEC00258,dry,dcy,dcy,SF,
724,4,OK_SPEC,259,OK_SPEC00259,dry,dcy,dcy,SF,
724,5,OK_SPEC,260,OK_SPEC00260,dry,dcy,dcy,SF,
724,1,OK_SPEC,261,OK_SPEC00261,wet,dcy,dcy,SF,
724,2,OK_SPEC,262,OK_SPEC00262,wet,dcy,dcy,SF,
724,3,OK_SPEC,263,OK_SPEC00263,wet,dcy,dcy,SF,
724,4,OK_SPEC,264,OK_SPEC00264,wet,dcy,dcy,SF,
724,5,OK_SPEC,265,OK_SPEC00265,wet,dcy,dcy,SF,
722,1,OK_SPEC,266,OK_SPEC00266,dry,bare,bare,SF,
722,2,OK_SPEC,267,OK_SPEC00267,dry,bare,bare,SF,
722,3,OK_SPEC,268,OK_SPEC00268,dry,bare,bare,SF,
722,4,OK_SPEC,269,OK_SPEC00269,dry,bare,bare,SF,
722,5,OK_SPEC,270,OK_SPEC00270,dry,bare,bare,SF,
722,1,OK_SPEC,271,OK_SPEC00271,wet,bare,bare,SF,
722,2,OK_SPEC,272,OK_SPEC00272,wet,bare,bare,SF,
722,3,OK_SPEC,273,OK_SPEC00273,wet,bare,bare,SF,
722,4,OK_SPEC,274,OK_SPEC00274,wet,bare,bare,SF,
722,5,OK_SPEC,275,OK_SPEC00275,wet,bare,bare,SF,
701,1,OK_SPEC,276,OK_SPEC00276,dry,bare,bare,SF,
701,2,OK_SPEC,277,OK_SPEC00277,dry,bare,bare,SF,
701,3,OK_SPEC,278,OK_SPEC00278,dry,bare,bare,SF,
701,4,OK_SPEC,279,OK_SPEC00279,dry,bare,bare,SF,
701,5,OK_SPEC,280,OK_SPEC00280,dry,bare,bare,SF,
701,1,OK_SPEC,281,OK_SPEC00281,wet,bare,bare,SF,
701,2,OK_SPEC,282,OK_SPEC00282,wet,bare,bare,SF,
701,3,OK_SPEC,283,OK_SPEC00283,wet,bare,bare,SF,
701,4,OK_SPEC,284,OK_SPEC00284,wet,bare,bare,SF,
701,5,OK_SPEC,285,OK_SPEC00285,wet,bare,bare,SF,
719,1,OK_SPEC,286,OK_SPEC00286,dry,bare,bare,SF,
719,2,OK_SPEC,287,OK_SPEC00287,dry,bare,bare,SF,
719,3,OK_SPEC,288,OK_SPEC00288,dry,bare,bare,SF,
719,4,OK_SPEC,289,OK_SPEC00289,dry,bare,bare,SF,
719,5,OK_SPEC,290,OK_SPEC00290,dry,bare,bare,SF,
719,1,OK_SPEC,291,OK_SPEC00291,wet,bare,bare,SF,
719,2,OK_SPEC,292,OK_SPEC00292,wet,bare,bare,SF,
719,3,OK_SPEC,293,OK_SPEC00293,wet,bare,bare,SF,
719,4,OK_SPEC,294,OK_SPEC00294,wet,bare,bare,SF,
719,5,OK_SPEC,295,OK_SPEC00295,wet,bare,bare,SF,
703,1,OK_SPEC,296,OK_SPEC00296,dry,dcy,dcy,SF,
703,2,OK_SPEC,297,OK_SPEC00297,dry,dcy,dcy,SF,
703,3,OK_SPEC,298,OK_SPEC00298,dry,dcy,dcy,SF,
703,4,OK_SPEC,299,OK_SPEC00299,dry,dcy,dcy,SF,
703,5,OK_SPEC,300,OK_SPEC00300,dry,dcy,dcy,SF,
703,1,OK_SPEC,301,OK_SPEC00301,wet,dcy,dcy,SF,
703,2,OK_SPEC,302,OK_SPEC00302,wet,dcy,dcy,SF,
703,3,OK_SPEC,303,OK_SPEC00303,wet,dcy,dcy,SF,
703,4,OK_SPEC,304,OK_SPEC00304,wet,dcy,dcy,SF,
703,5,OK_SPEC,305,OK_SPEC00305,wet,dcy,dcy,SF,
101,1,OK_SPEC,306,OK_SPEC00306,dry,moss,Syntrichia caninervis,IC2,
101,2,OK_SPEC,307,OK_SPEC00307,dry,moss,Syntrichia caninervis,IC2,
101,3,OK_SPEC,308,OK_SPEC00308,dry,moss,Syntrichia caninervis,IC2,
101,4,OK_SPEC,309,OK_SPEC00309,dry,moss,Syntrichia caninervis,IC2,
101,5,OK_SPEC,310,OK_SPEC00310,dry,moss,Syntrichia caninervis,IC2,
101,1,OK_SPEC,311,OK_SPEC00311,wet,moss,Syntrichia caninervis,IC2,
101,2,OK_SPEC,312,OK_SPEC00312,wet,moss,Syntrichia caninervis,IC2,
101,3,OK_SPEC,313,OK_SPEC00313,wet,moss,Syntrichia caninervis,IC2,
101,4,OK_SPEC,314,OK_SPEC00314,wet,moss,Syntrichia caninervis,IC2,
101,5,OK_SPEC,315,OK_SPEC00315,wet,moss,Syntrichia caninervis,IC2,
102,1,OK_SPEC,316,OK_SPEC00316,dry,lcy,lcy,IC2,
102,2,OK_SPEC,317,OK_SPEC00317,dry,lcy,lcy,IC2,
102,3,OK_SPEC,318,OK_SPEC00318,dry,lcy,lcy,IC2,
102,4,OK_SPEC,319,OK_SPEC00319,dry,lcy,lcy,IC2,
102,5,OK_SPEC,320,OK_SPEC00320,dry,lcy,lcy,IC2,
102,1,OK_SPEC,321,OK_SPEC00321,wet,lcy,lcy,IC2,
102,2,OK_SPEC,322,OK_SPEC00322,wet,lcy,lcy,IC2,
102,3,OK_SPEC,323,OK_SPEC00323,wet,lcy,lcy,IC2,
102,4,OK_SPEC,324,OK_SPEC00324,wet,lcy,lcy,IC2,
102,5,OK_SPEC,325,OK_SPEC00325,wet,lcy,lcy,IC2,
103,1,OK_SPEC,326,OK_SPEC00326,dry,bare,bare,IC2,
103,2,OK_SPEC,327,OK_SPEC00327,dry,bare,bare,IC2,
103,3,OK_SPEC,328,OK_SPEC00328,dry,bare,bare,IC2,
103,4,OK_SPEC,329,OK_SPEC00329,dry,bare,bare,IC2,
103,5,OK_SPEC,330,OK_SPEC00330,dry,bare,bare,IC2,
103,1,OK_SPEC,331,OK_SPEC00331,wet,bare,bare,IC2,
103,2,OK_SPEC,332,OK_SPEC00332,wet,bare,bare,IC2,
103,3,OK_SPEC,333,OK_SPEC00333,wet,bare,bare,IC2,
103,4,OK_SPEC,334,OK_SPEC00334,wet,bare,bare,IC2,
103,5,OK_SPEC,335,OK_SPEC00335,wet,bare,bare,IC2,
104,1,OK_SPEC,336,OK_SPEC00336,dry,lcy,lcy,IC2,
104,2,OK_SPEC,337,OK_SPEC00337,dry,lcy,lcy,IC2,
104,3,OK_SPEC,338,OK_SPEC00338,dry,lcy,lcy,IC2,
104,4,OK_SPEC,339,OK_SPEC00339,dry,lcy,lcy,IC2,
104,5,OK_SPEC,340,OK_SPEC00340,dry,lcy,lcy,IC2,
104,1,OK_SPEC,341,OK_SPEC00341,wet,lcy,lcy,IC2,
104,2,OK_SPEC,342,OK_SPEC00342,wet,lcy,lcy,IC2,
104,3,OK_SPEC,343,OK_SPEC00343,wet,lcy,lcy,IC2,
104,4,OK_SPEC,344,OK_SPEC00344,wet,lcy,lcy,IC2,
104,5,OK_SPEC,345,OK_SPEC00345,wet,lcy,lcy,IC2,
106,1,OK_SPEC,346,OK_SPEC00346,dry,bare,bare,IC2,
106,2,OK_SPEC,347,OK_SPEC00347,dry,bare,bare,IC2,
106,3,OK_SPEC,348,OK_SPEC00348,dry,bare,bare,IC2,
106,4,OK_SPEC,349,OK_SPEC00349,dry,bare,bare,IC2,
106,5,OK_SPEC,350,OK_SPEC00350,dry,bare,bare,IC2,
106,1,OK_SPEC,351,OK_SPEC00351,wet,bare,bare,IC2,
106,2,OK_SPEC,352,OK_SPEC00352,wet,bare,bare,IC2,
